period,accruedExpenses,additionalPaidInCapital,cashDuefromBanks,commonStockTotal,customerLiabilityAcceptances,deferredIncomeTax,goodwillNet,intangiblesNet,longTermDebt,longTermInvestments,minorityInterest_x,netLoans,otherAssetsTotal,otherCurrentliabilitiesTotal,otherEarningAssetsTotal,otherEquityTotal,otherLiabilitiesTotal,otherLongTermAssetsTotal,preferredStockNonRedeemableNet,propertyPlantEquipmentTotalNet,retainedEarnings,tangibleBookValueperShare,totalAssets,totalCommonSharesOutstanding,totalDebt,totalDeposits,totalEquity,totalLiabilities,totalLiabilitiesShareholdersEquity,totalLongTermDebt,totalShortTermBorrowings,unrealizedGainLoss,dilutedAverageShares,dilutedEPS,interestIncomeBank,loanLossProvision,minorityInterest_y,netIncome,netIncomeAfterTaxes,netIncomeBeforeTaxes,netInterestIncAfterLoanLossProv,netInterestIncome,nonInterestExpenseBank,nonInterestIncomeBank,provisionforIncomeTaxes,totalAdjustmentstoNetIncome,totalInterestExpense,capitalExpenditures,cashInterestPaid,cashTaxesPaid,cashfromFinancingActivities,cashfromInvestingActivities,cashfromOperatingActivities,changesinWorkingCapital,depreciationDepletion,financingCashFlowItems,foreignExchangeEffects,issuanceRetirementofDebtNet,issuanceRetirementofStockNet,netChangeinCash,netIncomeStartingLine,nonCashItems,otherInvestingCashFlowItemsTotal,totalCashDividendsPaid,ticker,market,accountsPayable,accumulatedDepreciationTotal,currentPortofLTDebtCapitalLeases,otherBearingLiabilitiesTotal,propertyPlantEquipmentTotalGross,amortization,accountsReceivableTradeNet,cashEquivalents,cashandShortTermInvestments,noteReceivableLongTerm,notesPayableShortTermDebt,otherCurrentAssetsTotal,otherReceivables,payableAccrued,shortTermInvestments,totalCurrentAssets,totalCurrentLiabilities,totalReceivablesNet,depreciationAmortization,gainLossonSaleofAssets,interestExpIncNetOperatingTotal,interestIncExpNetNonOperatingTotal,operatingIncome,otherNonOperatingIncExpNet,otherOperatingExpensesTotal,revenue,sellingGeneralAdminExpensesTotal,totalOperatingExpense,unusualExpenseIncome,deferredPolicyAcquisitionCosts,eSOPDebtGuarantee,insuranceReceivables,policyLiabilities,prepaidExpenses,amortizationofPolicyAcquisitionCosts,lossesBenefitsandAdjustmentsTotal,netInvestmentIncome,otherRevenueTotal,realizedUnrealizedGainsLosses,totalPremiumsEarned,cash,totalInventory,costofRevenueTotal,fuelExpense,grossProfit,researchDevelopment,treasuryStockCommon,equityInAffiliates,totalPreferredSharesOutstanding,deferredTaxes,minorityInterest,redeemablePreferredStockTotal,cashPayments,cashReceipts,totalUtilityPlantNet
2020-06-30,,701.9,,38.7,,0.0,,284.3,694.1,5526.7,,,3582.7,55.2,,-331.7,103.4,80.5,,120.4,2020.7,6.19483,14037.0,346.30486,1156.5,,2429.6,11607.4,14037.0,694.1,,,299.614,-0.50231,,,,-150.5,-150.5,-138.9,,,,,11.6,,,-48.9,9.0,7.3,893.2,-48.9,95.0,205.8,25.0,,-28.7,465.1,428.1,910.6,-138.9,3.1,,0.0,HSX.L,L,1702.9,,,,,,,2026.5,,1922.4,462.4,,,,,,,,25.0,,22.8,,-138.9,,-107.9,,711.3,1574.6,,493.5,,,8588.3,,,923.4,85.1,,-0.5,1297.0559999999998,,,,,,,,,,,1.1,,,,
2019-12-31,,254.5,,34.1,,0.4,,278.0,728.8,5547.6,,,3386.9,62.0,,-326.3,55.1,76.9,,128.4,2226.3,6.62059,12550.8,288.58449,800.2,,2188.6,10362.2,12550.8,800.2,,,284.684,-0.33792,,,,-96.2,-96.2,-114.9,,,,,-18.7,,,-54.9,32.5,0.8999999999999986,-38.599999999999994,-54.9,91.8,223.6,21.900000000000002,,7.1000000000000005,-8.7,1.5,5.400000000000006,-114.9,-38.80000000000001,,-31.39999999999999,HSX.L,L,1348.9,,,,,,,1115.9,,1561.0,0.0,,,,,,,,21.9,,18.4,,-114.9,,-34.8,,641.8,1539.6,,456.1,,,8094.5,,,892.3,77.3,,-1.7,1295.136,,,,,,,,,,,1.1,,,,
2019-06-30,,249.9,,34.0,,9.2,,231.3,713.8,5325.2,,,2845.5,46.5,,-338.6,32.2,56.2,,130.7,2375.4,7.2474,11961.2,288.29634,713.8,,2320.7,9640.5,11961.2,713.8,,,289.063,0.50197,,,,145.1,145.1,168.0,,,,,22.9,,,-42.4,3.9,10.3,-84.9,-42.4,-52.3,-119.0,22.7,,1.3,-6.8,2.1,-178.3,168.0,-124.0,,-80.2,HSX.L,L,1470.9,,,,,,,1110.5,,1775.4,0.0,,,,,,,,22.7,,18.2,,168.0,,-45.1,,639.5,1319.1,,486.4,,,7366.8,,,683.8,148.0,,-0.5,1286.0159999999998,,,,,,,,,,,1.1,,,,
2020-03-31,0.9,1.3,,3.2,,,,,,1665.4,,,,,,,5.2,6.1,,28.0,1798.1,32.27704,1823.4,55.37373,0.0,,1787.3,36.1,1823.4,0.0,,,54.83842,-5.00197,,,,-274.3,-274.3,-272.6,,,,,1.7,,,-1.4000000000000001,0.7999999999999999,-0.19999999999999973,-17.2,102.2,18.4,18.4,,-0.8,,-5.0,-2.3000000000000007,103.4,,,103.6,-9.099999999999998,CLDN.L,L,30.0,,,,,,6.6,114.7,114.7,,0.0,,2.5999999999999996,,,123.9,30.9,9.2,,,,-1.8,-270.8,,,-269.7,1.1,1.1,,,-15.3,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,1.3,1.3,,3.2,,0.0,,,,2051.1,,,,,,,7.6,6.3,,28.2,2122.2,37.49973,2119.6,55.37373,5.0,,2076.5,43.1,2119.6,0.0,,,56.05307,1.809,,,,101.4,101.4,100.7,,,,,-0.7,,,-1.3,0.9,-3.6,-22.7,-90.8,12.5,12.5,,1.6,,5.0,-5.6,-101.0,,,-89.5,-23.7,CLDN.L,L,29.2,,,,,,20.3,11.3,11.3,,5.0,,2.3999999999999986,,,34.0,35.5,22.7,,,,-0.6,101.3,,,116.8,15.5,15.5,,,-50.2,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-31,2.8,1.3,,3.2,,0.0,,,,1866.7,,,,,,,7.3,6.2,,28.4,2042.1,36.15368,2040.2,55.37473,0.0,,2002.0,38.2,2040.2,0.0,,,55.65025,0.27313,,,,15.2,15.2,14.7,,,,,-0.5,,,-0.8999999999999999,0.9,-0.5,-14.899999999999999,42.5,17.700000000000003,17.700000000000003,,-0.9,,,-5.199999999999999,45.30000000000001,,,43.400000000000006,-8.8,CLDN.L,L,28.1,,,,,,21.3,112.3,112.3,,0.0,,5.300000000000001,,,138.9,30.9,26.6,,,,-0.8,15.5,,,28.0,12.5,12.5,,,-44.6,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-30,,,,8.17,,,,,195.23,2853.397,,,,18.01,,,,,,0.696,2727.668,8.37163,2949.964,326.79873,196.116,,2735.838,214.126,2949.964,195.868,,,328.5704,-0.31338,,,,-102.967,-102.967,-104.581,,,,,-1.614,,,,3.602,2.345,-109.0,75.518,14.629,-3.195,0.101,-3.602,-3.237,-65.125,-16.995,-22.09,-104.581,122.304,75.518,-23.278,ATST.L,L,,,0.248,,,,,75.396,75.396,,0.0,,,,,95.871,18.258,20.475,,,3.237,,-104.581,,0.0,-88.973,3.012,6.2490000000000006,,,,,,,,,,,,,,,9.359,,-98.332,,,,,,,,,,
2019-12-31,,,,8.227,,,,,196.638,3050.01,,,,19.661,,,,,,0.797,2871.165,8.7502,3161.702,329.06573,262.649,,2879.392,282.31,3161.702,197.398,,,330.59793,0.45715,,,,151.133,151.133,153.422,,,,,2.289,,,,4.327999999999999,-0.061000000000000165,-19.995999999999995,21.68699999999999,12.304000000000002,-3.161,0.094,-4.327999999999999,-2.545,14.869,-7.560000000000002,11.450000000000001,153.42199999999997,-138.051,21.68699999999999,-22.976999999999997,ATST.L,L,,,0.251,,,,,97.486,97.486,,65.0,0.0,,,,110.895,84.912,13.409,,,2.545,,153.422,,0.0,168.506,2.577,5.122,,,,,,,,,,,,,,,9.962,,158.544,,,,,,,,,,
2019-06-30,,,,8.252,,,,,191.798,2880.009,,,,19.485,,,,,,0.881,2750.544,8.35974,3021.204,330.00973,242.923,,2758.796,262.408,3021.204,192.672,,,330.94625,1.20204,,,,397.811,397.811,399.468,,,,,1.657,,,,3.573,1.6,-70.917,45.752,31.414,3.815,0.093,-3.573,-1.381,-17.14,-27.427,4.868,399.468,-371.962,45.752,-22.777,ATST.L,L,,,0.251,,,,,86.036,86.036,,50.0,0.0,,,,140.314,69.736,54.278,,,1.381,,399.468,,0.056,413.219,3.285,4.7219999999999995,,,,,,,,,,,,,,,9.029,,404.19,,,,,,,,,,
2020-03-31,,,,602.989,,,,,,753.56,,,,2.552,,,197.781,,,,-24.36,0.99045,802.68,584.20593,0.0,,578.629,224.051,802.68,0.0,,,583.91333,-0.08689,,,,-50.737,-50.737,-50.737,,,,,,,,,,,-19.336999999999996,0.0,39.19499999999999,20.668999999999997,,,,,0.0,19.858,-50.736999999999995,69.19,0.0,-19.337,NESF.L,L,23.718,,,,,0.07300000000000001,23.718,25.128,25.128,,0.0,,0.2519999999999989,,,49.12,26.27,23.97,,,,0.0,-50.737,,4.831,-42.236,0.867,5.6979999999999995,,,,,,0.022,,,,,,,,,2.803,,-45.039,,,,,,,,,,
2019-09-30,,,,602.269,,,,,,818.352,,,,1.989,,,197.708,,,,46.435,1.11152,875.85,583.6175,0.0,,648.704,227.146,875.85,0.0,,,696.63124,0.03027,,,,21.086,21.086,21.086,,,,,,,,,,,81.216,0.0,-95.231,-122.877,,,,,98.65,-14.015,21.086,6.524,0.0,-17.434,NESF.L,L,27.449,,,,,0.036,48.749,5.27,5.27,,0.0,,2.9779999999999944,,,57.498,29.438,51.727,,,,0.0,21.086,,3.07,27.714,0.702,3.7720000000000002,,,,,,0.501,,,,,,,,,2.856,,24.858,,,,,,,,,,
2019-03-31,,,,600.029,,,,,,722.763,,,,1.435,,,99.022,,,,45.022,1.10885,783.457,581.73054,0.0,,645.051,138.406,783.457,0.0,,,653.30649,0.08101,,,,52.925,52.925,52.925,,,,,,,,,,,81.347,0.010000000000000002,-65.908,-89.90599999999999,,,,,99.0,15.449000000000005,52.925,-28.949,0.010000000000000002,-17.653,NESF.L,L,37.949,,,,,0.022,40.699,19.285,19.285,,0.0,,0.24900000000000233,,,60.694,39.384,40.948,,,,0.01,52.915,,1.846,58.203,0.711,2.5570000000000004,,,,,,0.461,,,,,,,,,2.731,,55.472,,,,,,,,,,
2019-12-31,,1721.309,,,,,,,,1741.457,,,,0.339,,,,,,,162.128,1.15085,1883.776,1636.564,0.0,,1883.437,0.339,1883.776,0.0,,,1530.96712,0.02604,,,,39.874,39.874,39.874,,,,,0,,,,,,179.753,-162.168,58.701,55.42100000000001,,-3.2270000000000003,-1.078,,228.54199999999997,75.208,39.873999999999995,-36.593999999999994,-162.168,-45.562,TRIG.L,L,,,,,,,,,127.589,,0.0,,,,,142.319,0.339,14.73,,,,24.156,15.718,,0.607,16.619,0.193,0.8,,,,,,,,,,,,,127.589,,0.101,,16.518,,,,,,,,,,
2019-06-30,,1490.431,,,,,,,,1618.523,,,,9.257,,,,,,,173.363,1.14705,1673.051,1450.50246,0.0,,1663.794,9.257,1673.051,0.0,,,1314.78488,0.09291,,,,122.155,122.155,122.155,,,,,0,,,,,,257.753,-251.676,28.403,29.128,,-4.632,1.141,,303.108,35.621,122.155,-122.88,-251.676,-40.723,TRIG.L,L,,,,,,,,,52.381,,0.0,,,,,54.528,9.257,2.147,,,,-6.147,128.302,,0.422,129.011,0.188,0.61,,,,,,,,,,,,,52.381,,0.099,,128.912,,,,,,,,,,
2020-06-30,,156.992,,24.338,,,,,33.682,792.682,,,,5.55,,,0.612,,,,575.326,3.10899,814.182,243.37714,51.364,,756.656,57.526,814.182,33.682,,,222.98318,-0.0658,,,,-14.673,-14.673,-14.254,,,,,0.419,,,,0.605,,133.743,-127.773,0.607,-0.877,,-0.605,,20,121.21,6.577,-13.629,15.113,-127.773,-6.862,IEM.L,L,,,17.682,,,,,20.395,20.395,,0.0,,,,,21.5,23.232,1.105,,,0.021,,-14.254,,0.532,-10.388,,0.5529999999999999,,,,,,,,,,,,,,,3.313,,-13.701,,,,,,,,,,
2019-12-31,,62.162,,22.574,,,,,30.08,674.892,,,,1.185,,,0.69,,,,572.245,3.2183,688.936,204.13925,30.08,,656.981,31.955,688.936,30.08,,,193.60794,0.15489,,,,29.987,29.987,30.771,,,,,0.784,,,,0.5519999999999999,,54.226,-59.646,1.1219999999999999,0.5499999999999999,,-0.5519999999999999,,0,54.778,-4.298,31.323999999999984,-30.75200000000001,-59.646,0.0,IEM.L,L,,,,,,,,13.818,13.818,,0.0,,,,,14.044,1.185,0.226,,,0.013,,30.771,,0.437,34.27,,0.4500000000000002,,,,,,,,,,,,,,,3.049,,31.221,,,,,,,,,,
2019-06-30,,16.035,,22.574,,,,,30.754,587.858,,,,3.676,,,,,,,533.607,3.06795,606.646,186.51425,30.754,,572.216,34.43,606.646,30.754,,,182.31425,0.60108,,,,109.585,109.585,110.892,,,,,1.307,,,,0.644,,12.024,-3.077,2.688,-0.142,,-0.644,,0,18.156,11.635,111.519,-108.689,-3.077,-5.488,IEM.L,L,,,0.0,,,,,18.116,18.116,,0.0,,,,,18.788,3.676,0.672,,,0.014,,110.892,,0.437,114.26,,0.45100000000000007,,,,,,,,,,,,,,,2.917,,111.343,,,,,,,,,,
2020-03-31,,944.522,,8.784,,,,,,1089.0,,,,0.446,,,,,,,11.379,1.09827,1119.655,878.36849,152.395,,964.685,154.97,1119.655,0.0,,,878.0176,0.0196,,,,17.21,17.21,17.21,,,,,,,,,2.465,,-47.086,,75.078,35.028,,-2.465,,-12.0,-0.029,27.992,19.723,20.327,,-32.592,GCP.L,L,2.129,,,,,,,30.469,30.469,,152.395,,,,,,,0.186,,,,-2.513,19.723,,1.366,25.395,,1.3659999999999997,,,,,,,,,,,,,,,4.306,,21.089,,,,,,,,,,
2019-09-30,,943.789,,8.777,,,,,164.088,1144.65,,,,0.823,,,,,,,27.53,1.11658,1147.262,877.76714,164.088,,980.096,167.166,1147.262,164.088,,,877.40182,0.02913,,,,25.56,25.56,25.56,,,,,,,,,2.6500000000000004,,39.76199999999999,,-48.051,-80.456,,-2.6500000000000004,,75.0,-0.028,-8.289,27.924,4.481000000000001,,-32.56,GCP.L,L,2.255,,,,,,,2.477,2.477,,0.0,,,,,,,0.135,,,,-2.364,27.924,,1.414,33.738,,1.4139999999999997,,,,,,,,,,,,,,,4.4,,29.338,,,,,,,,,,
2019-03-31,,943.045,,8.771,,,,,88.781,1068.485,,,,1.239,,,,,,,35.308,1.12537,1079.301,877.15559,88.781,,987.124,92.177,1079.301,88.781,,,876.57671,0.03828,,,,33.552,33.552,33.552,,,,,,,,,1.034,,-89.076,,97.507,54.784,,-1.034,,-56.089,-0.027,8.431,35.587,7.136,,-31.926,GCP.L,L,2.157,,,,,,,10.766,10.766,,0.0,,,,,,,0.05,,,,-2.035,35.587,,1.248,41.224,,1.2479999999999993,,,,,,,,,,,,,,,4.389,,36.835,,,,,,,,,,
2019-12-31,,226.608,,8.516,,47.109,657.845,103.268,339.261,12.653,,,,36.761,,70.151,37.724,8.356,,1023.169,1048.319,2.52951,2878.728,237.8078,882.628,,1362.651,1516.077,2878.728,827.26,,12.954,238.72756,0.29289,,,,72.312,71.302,84.438,,,,,13.136,,,-32.019,12.433000000000002,17.555999999999997,-65.737,-49.006,105.95900000000002,-48.163000000000004,50.967,,-1.355,-50.552,0.26900000000000013,-10.13900000000001,84.43799999999999,12.763,-16.987000000000002,-15.453999999999997,GFTU.L,L,,,55.368,,,5.954000000000001,388.023,348.787,348.787,2.417,0.0,16.281,0.2969999999999686,511.855,,1071.02,603.984,388.32,5.954,,,-11.917,96.556,-0.201,1134.612,1234.965,,1138.409,-2.157,,,,,,,,,,,,,317.632,,,,,-3.897,,,,,,,,
2019-06-30,,222.972,,8.514,,40.446,637.553,77.256,357.043,13.912,,,,73.479,,80.987,38.255,41.502,,1034.583,991.872,2.51804,2999.965,237.76289,899.439,,1313.505,1686.46,2999.965,846.241,,13.057,238.43771,0.28862,,,,46.92,72.622,88.203,,,,,15.581,,,-20.415,13.478,14.196,19.793,-11.083,127.514,-32.761,54.17,,-0.282,54.383,-6.058,135.942,88.203,14.222,9.332,-28.532,GFTU.L,L,,,53.198,,,3.68,477.641,358.926,358.926,2.423,0.0,12.076,0.0,634.841,,1192.736,761.518,477.641,3.68,,,-12.814,101.227,-0.21,1337.146,1437.316,,1336.089,-4.737,,,,,,,,,,,,,344.093,,,,,-3.897,,,,,,,,
2019-12-31,,6.291,,,,,,,,1380.742,,,,6.65,,,,,,,1389.374,11.4901,1403.926,121.46675,0.0,,1395.665,8.261,1403.926,0.0,,,121.46675,0.93428,,,,113.484,113.484,114.912,,,,,1.428,,,,-0.004,-0.918,-23.079,,24.123,14.955,,,-0.891,,0,0.153,,,,-23.079,GSS.L,L,0.294,,,,,,1.447,19.64,19.64,,0.0,,2.097,1.317,,23.184,8.261,3.544,,,0.906,,114.916,-0.004,0.11,122.862,0.38,1.396,,,,,,,,,,,,,,,6.55,,116.312,,,,0.001,,,,,10.09,
2019-06-30,,6.291,,,,,,,,1290.592,,,,6.14,,,,,,,1298.969,10.74573,1314.863,121.46775,0.0,,1305.26,9.603,1314.863,0.0,,,121.49509,1.63788,,,,198.994,198.994,204.281,,,,,5.287,,,,-0.006,-2.046,0.0,,1.6140000000000043,-16.276999999999987,,,-0.30199999999999994,,0,1.3120000000000003,,,,0.0,GSS.L,L,1.938,,,,,,2.079,19.487,19.487,,0.0,,2.7049999999999996,1.525,,24.271,9.603,4.784,,,0.796,,204.287,-0.006,0.086,211.934,0.466,1.3479999999999999,,,,,,,,,,,,,,,6.299,,205.635,,,,0.001,,,,,19.943,
2020-03-31,,,,779.0,,,,,,1652,,,,8.0,,,15.0,7.0,,,1490.0,2.54534,2298.0,891.43401,0.0,,2269.0,29.0,2298.0,0.0,,,884.8,0.13223,,,,117.0,117.0,117.0,,,,,0,,,,2.0,,-16.0,,423.0,425.0,,-6.0,,-192,223.0,407.0,,-2.0,,-41.0,3IN.L,L,6.0,,,,,,101.0,413.0,413.0,99.0,0.0,26,0.0,,,540.0,14.0,101.0,,,-36.0,,117.0,,2.0,115.0,,-34.0,,,,,,,,,,,,,,,32,,83.0,,,,,,,,,,
2019-09-30,,,,560.0,,,,,,2186,,,,14.0,,,9.0,4.0,,,1414.0,2.43573,2199.0,810.43401,192.0,,1974.0,225.0,2199.0,0.0,,,810.4,0.13203,,,,107.0,107.0,107.0,,,,,0,,,,1.0,,156.0,,-407.0,-393.0,,-1.0,0.0,192,,-251.0,,-14.0,,-35.0,3IN.L,L,10.0,,,,,,1.0,6.0,6.0,,192.0,2,0.0,,,9.0,216.0,1.0,,,15.0,0.0,107.0,,1.0,140.0,,16.0,,,,,,,,,,,,,,,17,,123.0,,,,,,,,,,
2019-03-31,,,,560.4,,,,,,1697,,,,18.6,,,5.8,4.6,,,1341.4,2.34664,1965.0,810.43401,0.0,,1901.8,63.2,1965.0,0.0,,,810.4,0.12574,,,,101.9,101.9,101.9,,,,,0,,,,1.1999999999999997,,-36.3,,173.0,187.7,,-1.1999999999999997,-2.5,0,,134.20000000000002,,-14.7,,-35.10000000000001,3IN.L,L,38.8,,,,,,3.6,256.8,256.8,,0.0,3,0.0,,,263.4,57.4,3.6,,,-15.2,-2.5,104.4,,0.9,133.1,,-14.3,,,,,,,,,,,,,,,43,,90.1,,,,,,,,,,
2019-12-31,,,,380.879,,,,,,,,,,3.067,,,,,,,544.53,5.05105,928.476,183.21104,0.0,,925.409,3.067,928.476,0.0,,,184.27368,-0.20225,,,,-37.269,-37.269,-37.269,,,,,0,,,,,,-17.024,-16.964,38.106,-18.631,,,,,-6.909,4.118,-37.269,94.006,-16.964,-10.115,VOF.L,L,,,,,,,,,928.409,0,0.0,,,,908.279,928.476,3.067,,,,,-0.37,-36.899,,0,-30.934,1.378,1.3780000000000001,,,,,,0.067,,,,,,,20.13,,4.587,,-35.521,,,,,,,,,,
2019-06-30,,,,491.301,,,,,,,,,,19.384,,,,,,,591.914,5.30117,999.086,184.80854,0.0,,979.702,19.384,999.086,0.0,,,188.98923,0.21228,,,,40.118,40.118,40.118,,,,,0,,,,,,-15.592000000000006,27.119,-0.43399999999999994,6.087,,,,,-5.420000000000002,11.093,40.118,-46.639,27.119,-10.171999999999999,VOF.L,L,,,,,,,,,999.055,0,0.0,,,,983.043,999.086,19.384,,,,,0.357,39.761,,0,48.847,1.35,1.3500000000000005,,,,,,0.031,,,,,,,16.012,,7.736,,41.111,,-103.513,,,,,,,,
2020-05-31,,374.345,,4.511,,,,,,682.268,,,,9.044,,,,,,,338.11,1.59379,765.101,449.85,39.091,,716.966,48.135,765.101,0.0,,,438.49936,0.19024,,,,83.418,83.418,83.693,,,,,0.275,,,,0.969,0.275,-9.617,30.508,2.054,-0.275,,-43.575,,21.16,23.459,22.945,1.596,0.733,30.508,-10.661,BBH.L,L,,,,,,,,82.599,82.599,,39.091,,,,,82.833,48.135,0.234,,,,-0.723,84.43,-0.014,0.491,87.862,,0.4910000000000001,,,,,,,,,,,,,,,2.941,,84.921,,,,,,,,,,
2019-11-30,,351.331,,4.352,,,,,,626.383,,,,7.159,,,,,,,265.353,1.4311,686.588,433.95706,58.393,,621.036,65.552,686.588,0.0,,,427.09872,0.1325,,,,56.591,56.591,56.769,,,,,0.178,,,,1.186,0.178,43.057,17.064000000000007,-3.9370000000000003,-0.178,,-1.4549999999999996,,-0.782,55.32000000000001,56.184,1.454,-5.213000000000001,17.064000000000007,-10.026,BBH.L,L,,,,,,,,59.654,59.654,,58.393,,,,,60.205,65.552,0.551,,,,-0.984,57.879,-0.126,0.369,60.944,,0.3689999999999998,,,,,,,,,,,,,,,2.696,,58.248,,,,,,,,,,
2019-05-31,,296.693,,3.939,,,,,,577.871,,,,2.455,,,,,,,218.788,1.32288,581.513,392.64259,59.638,,519.42,62.093,581.513,0.0,,,366.29193,-0.03767,,,,-13.8,-13.8,-13.666,,,,,0.134,,,,0.809,0.134,101.23,-99.129,-2.433,-0.134,,-2.579,,11.5,99.573,-0.332,1.352,-3.651,-99.129,-7.264,BBH.L,L,,,,,,,,3.47,3.47,,59.638,,,,,3.642,62.093,0.172,,,,-1.015,-12.63,-0.021,0.552,-9.729,,0.5519999999999996,,,,,,,,,,,,,,,2.349,,-12.078,,,,,,,,,,
2020-06-30,1.297,,,140.455,,,,,368.2,4385.856,,,,2.588,,,,,,,3923.259,7.4993,4444.253,541.87942,368.2,,4063.714,380.539,4444.253,368.2,,,542.4065,-0.01725,,,,-9.359,-9.359,-5.253,,,,,4.106,,,,4.849,7.139,-108.407,108.226,17.153,31.701,,,-1.385,-75.0,-1.946,15.587,-5.253,-9.295,108.226,-31.461,FCIT.L,L,8.454,,0,,,,14.614,26.084,43.783,,0.0,,0.0,,,58.397,12.339,14.614,,,,,-5.253,,,9.445,,0.0,,,,,,,,,,,,,17.699,,14.698,,-5.253,,,,,,,,,,
2019-12-31,1.529,,,140.455,,,,,361.17,4512.321,,,,1.983,,,,,,,3968.594,7.57259,4561.08,542.62124,436.17,,4109.049,452.031,4561.08,361.17,,,542.77499,0.30251,,,,164.193,164.193,167.682,,,,,3.489,,,,4.460000000000001,3.5820000000000007,27.186999999999998,-120.243,18.431000000000004,33.581,,,5.2490000000000006,67.975,-9.28,-69.37599999999999,167.68200000000002,-182.832,-120.243,-31.508,FCIT.L,L,12.349,,75,,,,20.563,,28.196,,0.0,,0.0,,,48.759,90.861,20.563,,,,,167.682,,3.975,182.975,,3.9749999999999996,,,,,,,,,,,,,28.196,,11.318,,171.657,,,,,,,,,,
2019-06-30,1.44,,,140.455,,,,,366.581,4254.412,,,,5.46,,,,,,,3842.962,7.32733,4364.244,543.63857,366.581,,3983.417,380.827,4364.244,366.581,,,543.43715,0.94378,,,,512.883,512.883,517.418,,,,,4.535,,,,5.125,4.241,27.149,-51.584,33.233,47.536,,,-7.665,48.231,9.325,1.133,517.418,-531.721,-51.584,-30.407,FCIT.L,L,7.346,,0,,,,12.26,,97.572,,0.0,,0.0,,,109.832,14.246,12.26,,,,,517.418,,,532.257,,0.0,,,,,,,,,,,,,97.572,,14.839,,517.418,,,,,,,,,,
2020-03-31,,58.337,,3.032,,6.287,54.851,107.184,,,,,,4.33,,0.0,14.484,23.18,,51.797,282.809,0.51512,655.041,303.23269,56.36,,318.236,336.805,655.041,48.793,,0.001,301.094,0.07716,,,,21.486,21.486,28.245,,,,,6.759,,,-14.085,1.148,11.862,-47.997,-46.114,9.0,-35.113,4.589,-1.083,0.001,-3.339,-8.174,-85.11,28.93,5.168,-32.029,-35.401,BRW.L,L,,-57.479,7.567,,109.276,5.426,269.923,144.089,144.506,2.958,0.0,,0.6419999999999959,255.344,0.417,415.071,267.241,270.565,5.388,,,-0.54,28.93,-0.145,40.87,175.774,98.29,146.844,2.296,,,,,,,,,,,,,,,,,,-25.943,,,,,,,,
2019-09-30,,58.238,,3.032,,2.699,52.733,64.513,,,,,,10.385,,-0.024,19.433,17.373,,10.659,301.668,0.72717,591.141,303.17113,0.0,,337.703,253.438,591.141,0.0,,0.003,297.505,0.09241,,,,25.31,25.31,32.825,,,,,7.515,,,-19.785000000000004,,5.868999999999999,45.339000000000006,-19.727999999999998,64.662,23.745,1.54,-0.024,0.11699999999999999,,58.34,90.38999999999999,32.179,3.4030000000000005,0.05699999999999994,-12.976999999999997,BRW.L,L,,-56.82,,,67.479,3.795,216.212,229.199,229.651,,0.0,0.0,0.0,220.921,0.452,445.863,231.306,216.212,3.559,,,0.586,32.179,0.06,43.214,176.796,95.014,144.617,2.83,,,,,,,,,,,,,,,,,,-25.214,,,,,,,,
2019-03-31,,0.0,,2.835,,,48.637,39.401,,,,,,7.893,,,9.655,13.492,,9.837,281.472,0.60137,503.118,283.46365,0.0,,258.505,244.613,503.118,0.0,,0.002,281.191,0.0823,,,,22.757,22.757,29.699,,,,,6.942,,,-5.539,,6.44,-41.773,-7.477,1.985,-37.911,1.283,,-0.148,,-8.764,-47.413,28.782,5.663,-1.938,-33.009,BRW.L,L,,-55.277,,,65.114,4.168,251.918,138.809,139.833,0.0,0.0,0.0,0.0,227.065,1.024,391.751,234.958,251.918,3.299,,,0.823,28.782,0.094,37.938,162.313,91.791,133.531,0.503,,,,,,,,,,,,,,,,,,-25.804,,,,,,,,
2020-03-26,,,,5,,0.4,981.2,25.2,163.3,,,,,6.6,,-2.9,7.1,20.9,,542.3,928.9,-0.1508,1768.9,500.0,627.2,,931.0,837.9,1768.9,543.5,,,515.313,0.08114,,,,41.824,41.824,51.893,,,,,10.069,,,-23.967000000000002,7.732999999999999,10.592000000000002,-65.70000000000002,-24.167999999999996,124.255,12.107,51.27,-7.694000000000001,,-45.824999999999996,0.14800000000000013,34.387,41.824000000000005,19.054000000000002,-0.20099999999999874,-12.329,PETS.L,L,,-261.8,83.7,,804.1,,55.9,79.1,79.1,,0.0,1.5,0.0,196.6,,199.3,286.9,55.9,,,,-7.82,59.713,,,512.462,190.417,190.30600000000004,-0.111,,,,,,,,,,,,,62.8,262.443,,250.019,,,,,,,,,,
