period,accruedExpenses,additionalPaidInCapital,cashDuefromBanks,commonStockTotal,customerLiabilityAcceptances,deferredIncomeTax,goodwillNet,intangiblesNet,longTermDebt,longTermInvestments,minorityInterest_x,netLoans,otherAssetsTotal,otherCurrentliabilitiesTotal,otherEarningAssetsTotal,otherEquityTotal,otherLiabilitiesTotal,otherLongTermAssetsTotal,preferredStockNonRedeemableNet,propertyPlantEquipmentTotalNet,retainedEarnings,tangibleBookValueperShare,totalAssets,totalCommonSharesOutstanding,totalDebt,totalDeposits,totalEquity,totalLiabilities,totalLiabilitiesShareholdersEquity,totalLongTermDebt,totalShortTermBorrowings,unrealizedGainLoss,dilutedAverageShares,dilutedEPS,interestIncomeBank,loanLossProvision,minorityInterest_y,netIncome,netIncomeAfterTaxes,netIncomeBeforeTaxes,netInterestIncAfterLoanLossProv,netInterestIncome,nonInterestExpenseBank,nonInterestIncomeBank,provisionforIncomeTaxes,totalAdjustmentstoNetIncome,totalInterestExpense,capitalExpenditures,cashInterestPaid,cashTaxesPaid,cashfromFinancingActivities,cashfromInvestingActivities,cashfromOperatingActivities,changesinWorkingCapital,depreciationDepletion,financingCashFlowItems,foreignExchangeEffects,issuanceRetirementofDebtNet,issuanceRetirementofStockNet,netChangeinCash,netIncomeStartingLine,nonCashItems,otherInvestingCashFlowItemsTotal,totalCashDividendsPaid,ticker,market,accountsPayable,accumulatedDepreciationTotal,currentPortofLTDebtCapitalLeases,otherBearingLiabilitiesTotal,propertyPlantEquipmentTotalGross,amortization,accountsReceivableTradeNet,cashEquivalents,cashandShortTermInvestments,noteReceivableLongTerm,notesPayableShortTermDebt,otherCurrentAssetsTotal,otherReceivables,payableAccrued,shortTermInvestments,totalCurrentAssets,totalCurrentLiabilities,totalReceivablesNet,depreciationAmortization,gainLossonSaleofAssets,interestExpIncNetOperatingTotal,interestIncExpNetNonOperatingTotal,operatingIncome,otherNonOperatingIncExpNet,otherOperatingExpensesTotal,revenue,sellingGeneralAdminExpensesTotal,totalOperatingExpense,unusualExpenseIncome,deferredPolicyAcquisitionCosts,eSOPDebtGuarantee,insuranceReceivables,policyLiabilities,prepaidExpenses,amortizationofPolicyAcquisitionCosts,lossesBenefitsandAdjustmentsTotal,netInvestmentIncome,otherRevenueTotal,realizedUnrealizedGainsLosses,totalPremiumsEarned,cash,totalInventory,costofRevenueTotal,fuelExpense,grossProfit,researchDevelopment,treasuryStockCommon,equityInAffiliates,totalPreferredSharesOutstanding,deferredTaxes,minorityInterest,redeemablePreferredStockTotal,cashPayments,cashReceipts,totalUtilityPlantNet
2019-03-31,17.9,103.7,,1.2,,2.7,28.1,16.9,25.7,,-0.9,,,74.3,,-4.2,12.5,5.3,,89.7,-18.0,0.07989,443.9,471.88358,112.4,,82.7,361.2,443.9,88.7,,,467.51855,-0.00902,,,-0.3,-7.4,-7.1,-8.6,,,,,-1.5,,,-3.5,0.4,-0.6000000000000001,12.5,-9.3,-15.4,-24.6,9.8,-0.4,0.0,12.9,,-12.200000000000001,-7.700000000000001,7.1,-5.8,,AO..L,L,142.2,,23.7,,,,118.7,,28.9,79.4,0.0,0,0.5999999999999943,0.1,,224.5,258.2,119.3,,,,-6.6,-3.5,1.5,-0.7,498.3,85.4,84.69999999999999,,,,,,,,,,,,,28.9,76.3,417.1,,81.2,,,,,,,,,,
2019-12-31,1.231,194.774,,10.186,,,,,,788.013,,,,,,,,,,,834.338,2.5509,1040.529,407.42481,0.0,,1039.298,1.231,1040.529,0.0,,,373.934,0.15861,,,,59.31,59.31,59.39,,,,,0.08,,,,,-0.024,4.435000000000002,1.9649999999999963,-5.051,-9.207,,-0.42200000000000015,,,12.104,1.3490000000000002,59.09200000000001,-54.93599999999999,1.9649999999999963,-7.247,HGT.L,L,,,,,,,63.227,,189.289,,0.0,,0.0,,184.731,252.516,1.231,63.227,,,-0.298,,59.39,,,60.961,1.869,1.571,,,,,,,,,,,,,4.558,,,,,,,,,,,,,,
2019-06-30,1.351,182.791,,10.065,,,,,,772.073,,,,,,,,,,,782.275,2.42209,976.482,402.59981,0.0,,975.131,1.351,976.482,0.0,,,402.6,0.29355,,,,118.184,118.184,118.184,,,,,0.0,,,,,0.0,50.907,-51.528,0.394,-8.258,,-1.053,,,63.157,-0.227,119.237,-110.585,-51.528,-11.197,HGT.L,L,,,,,,,45.618,,158.791,,0.0,,0.0,,155.582,204.409,1.351,45.618,,,1.053,,118.184,,,120.656,1.419,2.472,,,,,,,,,,,,,3.209,,,,,,,,,,,,,,
2020-03-31,,595.5,,241.3,,,,,830.5,2139.2,,,,22.8,,,4.8,0.5,,11.3,465.6,0.53969,2209.3,2413.24183,847.1,,1302.4,906.9,2209.3,836.0,,,2416.26818,0.01759,,,,42.5,42.5,42.5,,,,,0.0,,,,7.100000000000001,,61.599999999999994,-111.79999999999998,42.099999999999994,-7.0,,-0.19999999999999998,,90.0,,-8.100000000000001,,49.1,-111.79999999999998,-28.200000000000003,AGR.L,L,32.2,,11.1,,,,19.1,18.5,18.5,,0.0,20.7,0.0,,,58.3,66.1,19.1,,,13.3,,42.5,,-7.8,56.8,5.1,10.600000000000001,,,,,,,,,,,,,,,3.7,,53.1,,,,,,,,,,
2019-09-30,,591.1,,240.6,,,,,739.9,2038.7,,,,21.4,,,5.0,0.5,,10.9,456.2,0.53527,2093.6,2406.06806,756.5,,1287.9,805.7,2093.6,745.5,,,2403.46374,0.01514,,,,36.4,36.4,36.4,,,,,0.0,,,,16.7,,38.5,-54.4,24.2,-16.7,,-0.1,,67.0,,8.3,,40.9,-54.4,-28.4,AGR.L,L,22.8,,11.0,,,,15.6,26.6,26.6,,0.0,1.3,0.0,,,43.5,55.2,15.6,,,11.1,,36.4,,-1.9,54.7,5.0,14.200000000000001,,,,,,,,,,,,,,,4.1,,50.6,,,,,,,,,,
2019-03-31,,587.4,,239.8,,,,,672.3,1978.8,,,,21.3,,,5.3,0.5,,0.2,452.7,0.53365,2030.1,2398.3718,686.1,,1279.9,750.2,2030.1,675.1,,,2396.24077,0.01945,,,,46.6,46.6,46.6,,,,,0.0,,,,8.5,,1.200000000000017,-120.89999999999999,40.10000000000001,-8.5,,0.0,,30.099999999999994,0.0,-79.60000000000001,,48.599999999999994,-120.89999999999999,-28.9,AGR.L,L,37.5,,11.0,,,,14.7,18.3,18.3,,0.0,17.6,0.0,,,50.6,69.8,14.7,,,12.2,,46.6,,-14.5,54.5,4.7,2.4000000000000004,0.0,,,,,,,,,,,,,,5.5,,49.0,,,,,,,,,,
2019-12-31,49.363,4.685,,10.867,,53.209,524.208,484.524,530.319,,,,,46.99,,13.729,22.724,,,31.624,435.41,-5.00658,1211.492,108.66525,552.953,,464.691,746.801,1211.492,548.226,,,109.059,0.032,,,,0.599,0.599,2.211,,,,,1.612,,,-6.139000000000001,6.413,-1.1669999999999998,-7.348000000000013,-6.138999999999982,20.64999999999999,-17.47,24.563000000000002,-6.413,-4.76,-2.205999999999989,1.2710000000000001,2.4030000000000005,0.5990000000000002,12.681999999999999,0.0,,GYS.L,L,21.562,,4.727,,,,13.142,,100.299,5.216,0.0,6.324,35.712,,,165.92,122.642,48.854,24.563,,,-5.105,7.316,,0,153.105,92.334,121.34499999999998,4.448,,,,,10.443,,,,,,,100.299,,24.444,,128.661,,,,,,,,,,
2019-09-30,0.434,3.439,,10.843,,0.877,274.075,694.557,541.843,,,,,57.413,,16.967,13.583,,,26.84,434.57,-4.63743,1174.998,108.42481,559.132,,465.819,709.179,1174.998,554.553,,,75.877,0.0815,,,,3.366,3.366,3.63,,,,,0.264,,,-5.2509999999999994,4.981,0.0,163.64600000000002,-198.977,18.283,-4.62,12.591999999999999,-9.598,0.823,172.767,0.47699999999999987,-16.225,3.3659999999999997,7.0390000000000015,-193.726,,GYS.L,L,,,4.579,,,,6.118,,97.896,5.252,0.0,16.577,38.379,77.74,,174.274,140.166,44.497,12.592,,,-6.135,9.765,,0,92.447,54.62,70.251,3.039,,,,,15.304,,,,,,,97.896,,12.431,,80.016,,,,,-0.09400000000000003,,,,,
2019-06-30,9.477,2.991,,7.448,,0.999,274.119,205.228,371.667,,,,,42.944,,22.319,1.009,,,10.034,190.383,-3.44022,670.963,74.47368,377.6,,223.141,447.822,670.963,376.045,,,74.471,0.06006,,,,-2.075,-2.733,-2.17,,,,,0.563,,,-3.511,4.572,3.467,-6.67,-3.5109999999999992,15.52,0.9849999999999994,11.378999999999998,-6.572,2.636,-0.354,0.256,7.974999999999998,-2.075,5.322,0.0,,GYS.L,L,15.793,,1.555,,,,17.954,,114.121,5.0,0.0,13.519,26.643,,,176.582,69.769,44.597,11.379,,,-4.592,2.422,,0,86.234,49.03,71.495,11.086,,,,,4.345,,,,,,,114.121,,12.317,,73.917,,,,,-0.091,,,,,
2019-12-31,,99.251,,50.018,,,,,220.196,2276.623,,,,,,1768.281,0.653,,,0.49,133.556,2.36854,2329.096,865.97844,270.696,,2051.106,277.99,2329.096,220.196,,,870.62836,0.15455,,,,134.556,134.556,136.227,,,,,1.671,,,,4.127,1.9830000000000003,-46.693999999999996,22.435000000000002,18.872999999999998,27.236000000000004,,-4.127,-1.29,10.096,-32.229,-6.675999999999998,,-8.363,22.435000000000002,-20.433999999999997,WTAN.L,L,,,50.5,,,,,44.723,44.723,,0.0,,,6.641,,51.983,57.141,7.26,,,,,136.227,,3.134,149.111,,3.1340000000000003,,,,,,,,,,,,,,,9.75,,139.361,,,,,,,,,,
2019-06-30,,99.251,,50.018,,,,,170.449,2178.439,,,,,,1687.194,0.197,,,,131.5,2.23565,2240.61,880.26528,260.449,,1967.963,272.647,2240.61,170.449,,,886.38967,0.27219,,,,241.267,241.267,242.993,,,,,1.726,,,,4.239,1.511,-40.665,-7.372,27.533,34.348,,-4.239,-0.343,9.0,-21.283,-20.847,,-6.815,-7.372,-24.143,WTAN.L,L,,,90.0,,,,,51.399,51.399,,0.0,,,12.001,,62.171,102.001,10.772,,,,,242.993,,3.64,257.251,,3.639999999999999,,,,,,,,,,,,,,,10.618,,246.633,,,,,,,,,,
2020-06-30,,45.7,,156.8,,,,,172.9,3185.4,,,,59.9,,,9.0,3.9,,24.3,2832.3,19.43431,3669.8,156.8,553.6,,3047.3,622.5,3669.8,175.0,,12.5,156.2,-0.44238,,,,-69.1,-69.1,-68.9,,,,,0.2,,,-0.2,8.5,,301.6,-0.2,-62.4,-62.4,,,8.0,335,-6.0,247.0,,,,-27.4,RCP.L,L,,,378.6,,,,,,308.1,,0.0,8.8,,,,456.2,438.5,139.3,,,,,-68.9,,13.6,-46.8,,13.600000000000001,,,,,,,,,,,,,308.1,,8.5,,-55.3,,,,,,,,,,
2019-12-31,,45.7,,156.8,,,,,166.4,3122.2,,,,61.5,,,9.3,3.2,,24.2,2929.6,20.05508,3433.3,156.84807,216.9,,3145.6,287.7,3433.3,166.9,,13.5,155.0,0.62387,,,,96.7,96.7,97.1,,,,,0.4,,,0.0,11.299999999999999,,-151.29999999999998,0.0,-18.80000000000001,-18.80000000000001,,,-7.0,-125,0.0,-177.10000000000002,,,0.0,-26.3,RCP.L,L,,,50.0,,,,,,61.1,,0.0,50.4,,,,283.7,111.5,172.2,,,,,97.1,,16.8,125.2,,16.8,,,,,,,,,,,,,61.1,,11.3,,113.9,,,,,,,,,,
2019-06-30,,17.3,,155.4,,,,,165.0,2942.3,,,,70.0,,,3.4,8.4,,25.4,2858.0,19.59653,3459.2,155.4,340.5,,3045.3,413.9,3459.2,165.5,,14.6,155.0,1.58452,,,,245.6,245.6,245.8,,,,,0.2,,,-0.2,9.1,,-133.4,-0.2,154.3,154.3,,,6.6,-100,-7.1,27.3,,,0.0,-26.3,RCP.L,L,,,175.0,,,,,,238.2,,0.0,27.4,,,,483.1,245.0,217.5,,,,,245.8,,13.2,268.1,,13.200000000000001,,,,,,,,,,,,,238.2,,9.1,,259.0,,,,,,,,,,
2020-06-30,1.968,,,0.25,,,156.279,,,249.538,,,90.725,0.298,,-1.061,,0.082,,4.789,272.581,0.46196,580.058,250.0,0.32,,271.77,308.288,580.058,0.32,,,251.62192,0.0894,,,,22.495,22.495,27.75,,,,,5.255,,,0.0,,,-20.316,0.0,25.779,25.779,,,,-0.126,0.0,5.463,,,,-20.19,SBRE.L,L,,,,,,,,37.254,,,0.0,,,,,,,,0.023,,0.007,,27.75,,7.532,,3.726,60.728,0.0,,,41.391,305.702,,,49.44,0.768,,,84.20159999999998,,,,,,,,,,,,,,,
2019-12-31,1.206,,,0.25,,,156.279,,,263.629,,,103.769,4.884,,-1.061,,0.21,,4.757,268.228,0.44455,598.22,250.0,0.194,,267.417,330.803,598.22,0.0,,,250.21674,0.08412,,,,21.048,21.048,26.007,,,,,4.959,,,-0.224,,,-12.331999999999994,-0.224,25.700000000000003,25.700000000000003,,,,-0.11599999999999999,-0.506,13.144,,,,-11.709999999999997,SBRE.L,L,,,0.194,,,,,31.791,,,0.0,,,,,,,,0.023,,0.018,,26.007,,4.029,,1.896,68.397,,,,37.785,324.519,,,62.431,3.645,,-3.452,90.44256,,,,,,,,,,,,,,,
2019-06-30,3.722,,,0.249,,,156.279,,,278.36,,,85.914,5.741,,-0.418,,0.327,,4.748,258.356,0.40763,588.649,250.0,0.31,,258.187,330.462,588.649,0.31,,,251.66327,0.098,,,,24.663,24.663,30.472,,,,,5.809,,,-0.141,,,-32.462,-0.141,28.427,28.427,,,,-0.13,-0.419,-4.176,,,,-31.913,SBRE.L,L,,,,,,,,18.646,,,0.0,,,,,,,,0.022,,,,30.472,,4.027,,4.083,63.432,0.0,,,44.375,320.689,,,55.3,4.495,,-4.951,90.5856,,,,,,,,,,,,,,,
2020-04-30,,46.7,,47.2,,878.4,5599.1,5586.1,4686.0,,1.4,,,1192.9,,-534.6,522.6,101.4,,314.0,5443.6,-18.54417,13219.9,333.38242,5120.1,,5002.9,8217.0,13219.9,4868.5,,,333.8,0.14919,,,-0.1,-1032.1,-1029.3,-1036.0,,,,,-6.7,,,-42.6,106.6,65.5,115.1,-39.7,388.3,-73.1,61.1,-21.8,-11.3,134.2,2.7,452.4,-906.7,966.6,2.9,0.0,MCRO.L,L,,,82.2,,,340.4,744.9,808.1,808.1,,169.4,21.1,44.89999999999998,501.6,,1619.3,1946.1,789.8,,,,-129.3,-906.7,,,1454.2,719.9,2011.2,1048.4,,,,,,,,,,,,,0.3,349.7,,1104.5,242.9,,,,,,,,,
2019-10-31,506.0,44.0,,47.2,,987.1,6671.3,5942.3,4670.7,,1.3,,,1179.2,,-291.7,547.0,92.6,,140.5,6475.5,-19.013,14294.8,333.38242,4694.2,,6275.0,8019.8,14294.8,4682.4,,,410.58858,0.53947,,,-0.3,71.7,60.2,65.5,,,,,5.3,,,-49.699999999999996,109.39999999999999,392.9,-2211.2000000000003,-292.5,195.99999999999994,-406.20000000000005,33.7,-1801.0,-2.8,-12.900000000000006,-198.8,-2310.5,-50.7,259.0,-242.80000000000018,-198.5,MCRO.L,L,105.0,,11.8,,,360.2,891.8,355.7,355.7,,0.0,19.3,127.30000000000007,,0.0,1448.1,1802.0,1019.1,240.1,,,-96.8,189.1,-26.8,,1691.3,506.5,1122.0,132.8,,,,,53.9,,,,,,,,0.1,380.2,,1311.1,242.6,,,,,,,,,
2019-04-30,542.4,41.5,,47.2,,1077.4,6839.2,6352.9,4649.2,17.4,1.0,,,3307.6,,-2.5,492.7,90.3,,136.3,6818.4,-18.31604,17065.4,343.2783,4673.7,,6904.6,10160.8,17065.4,4661.6,,,345.61142,0.32464,,,0.0,1397.1,-78.3,-99.6,,,,,-21.3,,,-35.9,117.7,39.1,-796.1,2374.6,465.8,-109.5,32.8,0.0,1.0,-212.6,-342.8,2045.3,32.6,153.6,2410.5,-240.7,MCRO.L,L,66.0,,12.1,,,356.3,800.7,2666.2,2678.6,,0.0,13.4,63.799999999999955,,12.4,3629.3,3928.1,864.5,249.6,,,-104.4,32.6,-27.8,,1657.1,567.3,1227.4,161.4,,,,,72.7,,,,,,,,0.1,397.1,,1260.0,249.1,,,,,,,,,
2020-03-31,,936.7,,0.2,,,,,,2837.9,,,,,,,,,,,1901.1,1.52282,2838.6,1863.64277,0.0,,2838.0,0.6,2838.6,0.0,,,1836.1,-0.01623,,,,-29.8,-29.8,-29.8,,,,,,,,,,,40.599999999999994,-113.0,71.50000000000001,72.30000000000001,,,,,115.9,-0.9,-29.799999999999997,28.999999999999993,-113.0,-75.30000000000001,HICL.L,L,0.6,,,,,,0.1,0.6,0.6,,0.0,,0.0,,,0.7,0.6,0.1,,,,,-29.8,,,-29.0,0.8,0.8,,,,,,,,,,,,,,,0.0,,-29.0,,,,,,,,,,
2019-09-30,,820.7,,0.2,,,,,,2826.2,,,,,,,,,,,2006.2,1.57838,2827.8,1791.14277,0.0,,2827.1,0.7,2827.8,0.0,,,1791.1,0.04427,,,,79.3,79.3,79.3,,,,,,,,,,,-73.8,,75.3,76.6,,,,,-0.7,1.5,79.3,-80.6,,-73.1,HICL.L,L,0.7,,,,,,0.1,1.5,1.5,,0.0,,0.0,,,1.6,0.7,0.1,,,,,79.3,,,80.6,1.2,1.2,,,,,,,,,,,,,,,0.1,,80.5,,,,,,,,,,
2019-03-31,,0.0,,0.1,,,,,,0.0,,,,,,,,,,,2000.0,1.11666,2000.1,1791.14277,0.0,,2000.1,0.0,2000.1,0.0,,,1790.2,0.05184,,,,92.8,92.8,92.8,,,,,,,,,,,-70.30000000000001,-1.7000000000000002,74.29999999999998,77.99999999999999,,,,,0.0,2.3,92.79999999999998,-96.49999999999997,-1.7000000000000002,-70.3,HICL.L,L,0.0,,,,,,,0.0,2000.1,,0.0,,,,2000.1,2000.1,0.0,,,,,,92.8,,,96.5,3.7,3.7,,,,,,,,,,,,,,,0.0,,96.5,,,,,,,,,,
2020-03-31,6.611,5.722,,3.313,,0.528,,12.951,,,,,,15419.93,,-0.175,89.798,60.97,,7.048,111.789,0.32343,15646.35,331.32201,7.186,,120.109,15526.241,15646.35,4.807,,,331.3,0.06799,,,,22.489,22.489,3.026,,,,,-19.463,,,-0.314,0.126,8.099,-19.577,-1.154,20.229,15.229,1.25,-0.986,-0.17,-1.111,-0.265,-0.672,3.026,0.724,-0.84,-17.215,IHP.L,L,2.188,,2.379,,,,,131.668,136.762,2.242,0.0,15410.189,,,5.094,15563.139,15431.108,3.232,1.2,,,0.09,2.936,,24.312,53.824,21.437,47.006,0.057,,,,,12.956,,,,,,,,,3.882,,49.942,,-0.54,,,,,,,,
2019-09-30,,5.722,,3.313,,13.248,,12.951,,,,,,16668.39,,-0.044,75.007,50.6,,2.405,106.802,0.30957,16889.187,331.32201,0.0,,115.518,16773.669,16889.187,0.0,,,331.3,0.06626,,,,21.953,21.953,38.736,,,,,16.783,,,-0.672,,17.837,-9.11,-0.498,30.101000000000003,-9.511999999999999,0.37200000000000005,-0.32899999999999996,0.005000000000000001,,-0.17100000000000004,20.497999999999998,38.736000000000004,0.505,0.174,-8.61,IHP.L,L,,,,,,,6.51,132.34,137.406,1.185,0.0,16665.048,0.0,17.024,5.066,16822.046,16685.414,6.51,0.369,,,0.171,38.565,,-12.213,51.55,24.289,12.446,0.001,,,,,13.082,,,,,,,,,0.539,,51.011,,-0.275,,,,,,,,
2019-03-31,,5.722,,3.313,,7.477,,12.956,,,,,,15092.149,,-0.049,74.629,48.418,,2.1,93.112,0.26874,15290.695,331.32201,0.0,,101.994,15188.701,15290.695,0.0,,,331.3,0.05495,,,,18.194,18.194,17.337,,,,,-0.857,,,-0.574,,-2.058,-21.678,-0.4,17.096,-0.925,0.297,-0.377,-0.025,,-0.104,-5.007,17.337,0.387,0.174,-21.197,IHP.L,L,,,,,,,8.43,111.842,118.074,1.189,0.0,15087.753,0.0,14.446,6.232,15226.032,15106.595,8.43,0.3,,,0.174,17.163,,5.098,47.615,22.079,27.496000000000002,0.019,,,,,11.775,,,,,,,,,2.956,,44.659,,-0.104,,,,,,,,
2019-12-31,,,,5568.36054,,13.50885,,,1575.24846,5734.33603,,,130.8608,0.0,,,7.60742,,,,80.07398,26.28556,7210.14296,211.83801,1575.24846,,5568.28091,1641.86205,7210.14296,1575.24846,,,212.19323,1.90529,,,,416.01898,416.01898,438.41709,,,,,22.3981,-11.72924,,,27.67179,,188.02817,,415.22035000000005,-24.00994,,-5.14076,,400.0,-163.40706999999998,603.24852,416.01898000000006,9.702459999999974,,-43.42400000000001,PSH.L,L,45.49732,,,,,,7.12405,1222.84659,1222.84659,,0.0,,114.9755,,,,,122.09955,,,,,438.41708,,0.84832,556.7635,,0.8483200000000011,,,,,,,,,,,,,,,117.4981,,439.2654,,-80.15361,,,13.50885,,,,,
2019-06-30,,,,5678.77566,,,,,1146.51014,5767.40718,,,132.50898,121.09541,,,5.12429,,,,-281.82337,24.38849,6664.91169,220.95219,1146.51014,,5388.69057,1276.22113,6664.91169,1146.51014,,,216.61276,7.81741,,,,1733.05264,1733.05264,1742.87739,,,,,9.82475,-39.70107,,,28.09841,,-49.22088,,467.57277,264.55933,,,,,-4.89867,418.35189,1733.05264,-1530.0392,,-44.32221,PSH.L,L,3.4913,,,,,,6.41357,619.59806,619.59806,,0.0,,138.9839,,,,,145.39747,,,,,1742.87739,,0.67807,1803.15925,,0.6780700000000053,,,,,,,,,,,,,,,59.60379,,1743.55546,,-8.26173,,,,,,,,
2020-01-31,63.82,4.979,,0.099,,,,0.701,,,,,,10.405,,,,2.759,,12.73,93.139,0.49104,368.356,198.59148,7.592,,98.217,270.139,368.356,5.254,,,199.048,0.16597,,,,33.036,33.036,40.523,,,,,7.487,,,-2.014,0.109,17.47,-52.932,-1.86,24.962,-17.836,1.539,-0.109,,-0.485,0,-29.83,40.478,0.712,0.154,-52.338,SCT.L,L,,-0.879,2.338,,7.024,0.069,266.422,,49.433,,0.0,7.107,8.421999999999969,188.322,,352.166,264.885,274.844,,,,0.045,40.478,,,524.148,71.194,71.19400000000002,,,,,,4.401,,,,,,,49.433,16.381,412.476,,111.672,,,,,,,,,,
2019-07-31,59.084,4.979,,0.099,,,,0.24,,,,,,24.28,,,,2.485,,5.761,110.314,0.58084,384.14,198.25049,0.0,,115.392,268.748,384.14,0.0,,,198.926,0.20616,,,,41.011,41.011,50.855,,,,,9.844,,,-1.0090000000000001,,7.677,-8.921,-0.786,36.196000000000005,-16.134,0.6289999999999999,0.0,,,0,26.488999999999997,50.632000000000005,0.9450000000000001,0.22300000000000003,-8.921,SCT.L,L,,,,,,0.124,270.086,,79.263,,0.0,8.921,1.9389999999999645,185.384,,375.654,268.748,272.025,,,,0.223,50.632,,,557.879,65.839,65.839,,,,,,4.361,,,,,,,79.263,11.084,441.408,,116.471,,,,,,,,,,
2019-01-31,53.05,4.979,,0.099,,,,0.346,,,,,,36.491,,,,1.563,,5.488,76.869,0.4119,335.977,198.10882,0.0,,81.947,254.03,335.977,0.0,,,198.778,0.13809,,,,27.45,27.45,33.964,,,,,6.514,,,-1.32,,7.869,-47.31,-1.21,28.463,-6.846,0.646,0.0,,,0,-20.057,33.854,0.688,0.11,-47.31,SCT.L,L,,,,,,0.121,232.366,,52.774,,0.0,,0.03699999999997772,164.489,,328.58,254.03,232.403,,,,0.11,33.854,,,433.97,60.818,60.817999999999984,,,,,,8.402,,,,,,,52.774,35.001,339.298,,94.672,,,,,,,,,,
2020-06-30,31.8,115.9,,0.4,,,538.4,291.6,359.3,,9.7,,,90.1,,,41.9,35.7,,53.4,414.1,-0.82186,1123.9,364.537,398.0,,530.4,593.5,1123.9,391.0,,,368.4,-0.00027,,,-0.3,-0.1,0.2,-0.7,,,,,-0.9,,,-22.4,5.5,-0.3,-19.7,-27.9,23.1,-19.7,6.9,-1.4,-0.1,-18.3,0.0,-24.6,-0.7,8.5,-5.5,0.0,EQN.L,L,21.9,,7.0,,,28.1,89.4,48.0,58.4,,0.0,,41.69999999999999,0.1,10.4,204.8,150.9,131.1,35.0,,,-6.5,6.5,-0.7,-1.3,243.0,158.9,192.6,,,,,,15.3,,,,,,,,,43.9,,199.1,,,,,,,,,,
2019-12-31,47.0,115.9,,0.4,,,529.9,293.8,369.1,,9.6,,,71.0,,,37.6,31.2,,55.3,394.1,-0.85945,1108.5,364.53667,410.2,,510.4,598.1,1108.5,402.2,,,368.2,0.06056,,,-0.8,22.3,23.1,28.2,,,,,5.1,,,-22.8,6.199999999999999,3.1,-21.799999999999997,-26.799999999999997,63.1,-12.399999999999999,6.6000000000000005,0.0,-0.09999999999999998,-14.899999999999999,0.2,14.400000000000002,28.199999999999996,8.0,-4.0,-7.1,EQN.L,L,22.7,,8.0,,,32.7,89.1,72.6,72.6,,0.0,0.0,27.700000000000003,,,198.3,148.7,116.8,39.3,,,-7.0,35.8,-0.6,7.6,280.6,143.4,190.3,,,,,,8.9,,,,,,,,,54.5,,226.1,,,,,,,,,,
2019-06-30,47.8,115.9,,0.4,,,524.9,302.1,382.6,,10.1,,,61.7,,,32.8,33.7,,58.1,392.6,-0.87261,1113.9,364.537,425.5,,508.9,605.0,1113.9,417.8,,,368.5,0.02307,,,-0.8,8.5,9.3,11.6,,,,,2.3,,,-25.7,7.0,-0.4,-32.1,-33.2,33.1,-23.5,6.3,-2.2,-0.5,-17.1,-0.2,-32.7,11.6,9.7,-7.5,-12.6,EQN.L,L,27.1,,7.7,,,29.0,92.1,58.2,58.2,,0.0,0.4,31.5,,,195.1,144.3,123.6,35.3,,,-8.0,20.1,-0.5,-8.4,275.1,176.1,203.0,,,,,,12.9,,,,,,,,,52.0,,223.1,,,,,,,,,,
2020-04-30,,122.989,,32.001,,,,,64.827,1158.547,,,,7.869,,,,,,,1006.152,9.07094,1233.838,128.00678,64.827,,1161.142,72.696,1233.838,64.827,,,125.30596,-0.33909,,,,-42.49,-42.49,-41.715,,,,,0.775,,,,1.515,0.716,40.423,,-56.56,-65.841,,-0.108,-0.033,,53.776,-16.17,-41.715,50.996,,-13.245,BNKR.L,L,,,0.0,,,,,38.774,60.826,,0.0,,,,22.052,75.291,7.869,14.465,,,,,-41.715,,0.511,-37.134,,0.5110000000000001,,,,,,,,,,,,,,,4.07,,-41.204,,,,,,,,,,
2019-10-31,,78.541,,30.986,,,,,64.823,1128.519,,,,4.558,,,,,,,1053.682,9.48731,1232.59,122.60678,64.823,,1163.209,69.381,1232.59,64.823,,,122.60678,0.29007,,,,35.565,35.565,36.732,,,,,1.167,,,,1.516,1.2719999999999998,-12.505999999999998,,25.936,10.896999999999998,,,-0.513,0.0,,12.916999999999998,36.732,-21.692999999999998,,-12.505999999999998,BNKR.L,L,,,,,,,,54.944,99.937,,0.0,,,,44.993,104.071,4.558,4.134,,,,,36.732,,0.47,41.225,,0.47000000000000064,,,,,,,,,,,,,,,4.023,,37.202,,,,,,,,,,
2019-04-30,,78.541,,30.986,,,,,64.819,1129.419,,,,1.469,,,,,,,1030.623,9.29924,1206.438,122.60678,64.819,,1140.15,66.288,1206.438,64.819,,,122.60678,0.7408,,,,90.827,90.827,91.561,,,,,0.734,,,,1.521,0.866,-12.26,,34.199,23.284,,,0.013,0.0,,21.952,91.561,-80.646,,-12.26,BNKR.L,L,,,0.0,,,,,42.027,71.634,,0.0,,,,29.607,77.019,1.469,5.385,,,,,91.561,,0.539,95.903,,0.5389999999999997,,,,,,,,,,,,,,,3.803,,92.1,,,,,,,,,,
