period,accountsPayable,accountsReceivableTradeNet,accruedExpenses,accumulatedDepreciationTotal,additionalPaidInCapital,cashEquivalents,cashandShortTermInvestments,commonStockTotal,currentPortofLTDebtCapitalLeases,goodwillNet,intangiblesNet,longTermDebt,longTermInvestments,minorityInterest_x,noteReceivableLongTerm,notesPayableShortTermDebt,otherCurrentAssetsTotal,otherCurrentliabilitiesTotal,otherEquityTotal,otherLiabilitiesTotal,otherLongTermAssetsTotal,otherReceivables,prepaidExpenses,propertyPlantEquipmentTotalGross,propertyPlantEquipmentTotalNet,retainedEarnings,shortTermInvestments,tangibleBookValueperShare,totalAssets,totalCommonSharesOutstanding,totalCurrentAssets,totalCurrentLiabilities,totalDebt,totalEquity,totalInventory,totalLiabilities,totalLiabilitiesShareholdersEquity,totalLongTermDebt,totalReceivablesNet,treasuryStockCommon,unrealizedGainLoss,costofRevenueTotal,dilutedAverageShares,dilutedEPS,grossProfit,interestExpIncNetOperatingTotal,interestIncExpNetNonOperatingTotal,minorityInterest_y,netIncome,netIncomeAfterTaxes,netIncomeBeforeTaxes,operatingIncome,otherNonOperatingIncExpNet,otherOperatingExpensesTotal,provisionforIncomeTaxes,researchDevelopment,revenue,sellingGeneralAdminExpensesTotal,totalOperatingExpense,unusualExpenseIncome,amortization,capitalExpenditures,cashInterestPaid,cashTaxesPaid,cashfromFinancingActivities,cashfromInvestingActivities,cashfromOperatingActivities,changesinWorkingCapital,deferredTaxes,depreciationDepletion,financingCashFlowItems,foreignExchangeEffects,issuanceRetirementofDebtNet,issuanceRetirementofStockNet,netChangeinCash,netIncomeStartingLine,nonCashItems,otherInvestingCashFlowItemsTotal,totalCashDividendsPaid,ticker,market,deferredIncomeTax,preferredStockNonRedeemableNet,depreciationAmortization,equityInAffiliates,otherRevenueTotal,totalAdjustmentstoNetIncome,minorityInterest,payableAccrued,gainLossonSaleofAssets,cash,redeemablePreferredStockTotal,deferredPolicyAcquisitionCosts,insuranceReceivables,otherAssetsTotal,policyLiabilities,amortizationofPolicyAcquisitionCosts,lossesBenefitsandAdjustmentsTotal,netInvestmentIncome,realizedUnrealizedGainsLosses,totalPremiumsEarned,eSOPDebtGuarantee,totalPreferredSharesOutstanding,totalUtilityPlantNet,fuelExpense,operationsMaintenance,allowanceforFundsUsedDuringConst,cashDuefromBanks,customerLiabilityAcceptances,netLoans,otherBearingLiabilitiesTotal,otherEarningAssetsTotal,totalDeposits,totalShortTermBorrowings,interestIncomeBank,loanLossProvision,netInterestIncAfterLoanLossProv,netInterestIncome,nonInterestExpenseBank,nonInterestIncomeBank,totalInterestExpense,cashPayments,cashReceipts,uSGAAPAdjustment
2019-12-31,219.5,879.7,511.5,,7370.5,1215.8,1953.8,0.0,0.0,3337.1,185.8,1683.9,589.8,,,0.0,,812.9,-18.5,999.3,514.6,0.0,285.7,,1000.6,-2741.4,738.0,3.23817,8837.7,335.9,3209.8,1543.9,1683.9,4610.6,90.6,4227.1,8837.7,1683.9,879.7,,,488.8,342.5,0.49083,719.3,,-3.5,,168.4,168.4,174.0,178.6,-1.1,,5.6,239.6,1208.1,301.4,540.7,-0.3,,-26.099999999999994,,,-263.5,175.89999999999998,95.69999999999999,-195.4,2.9,54.80000000000001,0.0,2.4000000000000004,0.0,-199.8,10.5,168.4,65.0,202.0,-63.70000000000002,JNPR,US,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,229.0,635.8,452.3,,7501.9,1204.8,2245.6,0.0,0.0,3338.3,195.7,1687.6,581.1,,,0.0,,741.6,-26.8,1000.7,430.4,0.0,216.0,,1020.6,-2832.7,1040.8,3.25044,8753.6,341.0,3187.5,1422.9,1687.6,4642.4,90.1,4111.2,8753.6,1687.6,635.8,,,454.7,345.5,0.32197,678.4,,-5.8,,99.3,99.3,118.1,123.2,0.7,,18.8,244.5,1133.1,296.5,555.2,14.2,,-28.299999999999997,,,-209.5,-147.20000000000005,185.0,-54.800000000000004,,53.8,-14.6,-5.7,-104.80000000000001,-25.399999999999977,-177.39999999999986,99.3,86.7,-118.90000000000003,-64.70000000000002,JNPR,US,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,183.3,659.4,463.4,,7491.2,1381.3,2800.2,0.0,299.5,3338.3,205.6,1490.5,74.8,,,0.0,,820.0,-11.3,1055.4,479.3,0.0,206.9,,1046.7,-2888.7,1418.9,3.04006,8903.3,344.5,3758.6,1766.2,1790.0,4591.2,92.1,4312.1,8903.3,1490.5,659.4,,,465.7,349.1,0.16874,636.8,,-5.0,,46.2,46.2,77.8,82.4,0.4,,31.6,244.0,1102.5,289.0,554.4000000000001,21.4,,-27.300000000000004,,,-366.19999999999993,-452.79999999999995,88.79999999999998,-90.0,,53.0,0.0,0.5,0.0,-300.70000000000005,-729.7,46.199999999999996,79.6,-425.5,-65.49999999999999,JNPR,US,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-30,,222.8,,-2755.1,922.8,620.1,620.1,1,16.3,,,3765.4,44.0,324.5,,0.0,142.1,16.1,-19.6,155.6,99.7,0.0,,11783.3,9028.2,3510.7,,46.8038,10288.1,94.32781,1116.2,456.9,3781.7,4420.5,131.2,5867.6,10288.1,3765.4,222.8,,,163.9,94.893,1.24077,384.0,,-30.1,-0.6,109.7,110.3,151.1,180.4,0.8,,40.8,,547.9,103.8,203.6,10.5,,-95.89999999999998,,,398.4,-110.6,242.3,48.0,14.499999999999996,89.29999999999998,-6.6,-1.0,543.1999999999999,-99.89999999999999,529.1,110.30000000000001,-19.799999999999997,-14.700000000000001,-38.300000000000004,KSU,US,1165.2,5.6,89.3,,,0.0,,424.5,,,,,,,,,,,,,,0.22213,,,,,,,,,,,,,,,,,,,,,
2020-03-31,,269.8,,-2726.7,925.0,91.0,91.0,1,17.1,,,3227.0,45.9,323.9,,0.0,117.5,48.6,-25.5,156.8,92.5,0.0,,11732.1,9005.4,3532.0,,46.6507,9765.7,95.01465,621.9,470.7,3244.1,4438.1,143.6,5327.6,9765.7,3227.0,269.8,,,214.1,96.171,1.62551,517.6,,-92.7,-0.5,151.8,152.3,197.5,288.8,1.4,,45.2,,731.7,133.4,228.79999999999998,6.0,,-177.0,,,-148.3,-188.6,283.2,-48.9,19.8,89.4,0.0,-4.1,-2.4,-107.3,-57.8,152.3,70.6,-11.6,-38.6,KSU,US,1149.2,5.6,89.4,,,-0.1,,405.0,,,,,,,,,,,,,,0.22263,,,,,,,,,,,,,,,,,,,,,
2019-12-31,,274.2,45.4,-2689.7,843.7,148.8,148.8,1,18.0,,,3221.2,47.6,323.4,,0.0,155.0,0.0,-29.1,193.6,45.9,0.0,,11654.4,8964.7,3601.3,,45.95401,9786.8,96.11567,728.6,491.3,3246.0,4422.5,150.6,5364.3,9786.8,3228.0,274.2,,,217.0,97.956,1.54269,512.5,,-26.8,-0.7,127.2,127.9,207.5,235.5,-1.2,0.0,79.6,,729.5,150.2,277.0,38.8,,-119.40000000000003,,,-22.299999999999955,-136.0,245.5,-16.4,26.3,88.0,-9.1,,570.3,-547.8,87.19999999999999,127.89999999999998,19.69999999999999,-16.6,-35.70000000000002,KSU,US,1128.0,5.6,88.0,,,0.0,,427.9,,,,,,,,,,,,,,0.22263,,,,,,,,,,,,,,,,,,,,,
2019-09-30,,273.4,44.8,-2636.4,947.3,61.6,61.6,1,288.8,,,2387.6,53.5,322.7,,0.0,117.1,28.1,-30.6,219.8,47.0,0.0,,11620.4,8984.0,3951.2,,49.12559,9698.4,99.11127,613.9,786.2,2683.6,4874.5,161.8,4823.9,9698.4,2394.8,273.4,,,219.0,99.699,1.89175,528.7,,-29.2,-0.4,180.2,180.6,254.8,282.0,2.0,0.0,74.2,,747.7,148.2,246.7,12.0,,-155.5,,,-136.60000000000002,-166.19999999999993,316.79999999999995,15.7,14.600000000000001,86.5,0.0,,-2.3,-98.29999999999998,14.0,180.59999999999997,19.400000000000006,-10.7,-36.0,KSU,US,1100.4,5.6,86.5,,,-0.1,,424.5,,,,,,,,,,,,,,0.22263,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,296.3,47.7,-2622.5,947.1,47.6,47.6,1,283.9,,,2393.7,48.0,322.3,,0.0,111.3,18.8,-23.3,229.8,42.6,0.0,,11560.3,8937.8,3898.8,,48.29522,9638.1,99.87738,609.7,767.3,2685.3,4829.2,154.5,4808.9,9638.1,2401.4,296.3,,,225.6,100.422,1.62997,488.4,,-19.9,-0.4,128.7,129.1,188.2,208.0,0.1,0.0,59.1,,714.0,141.7,280.4,51.0,,-171.4,,,-129.2,-184.40000000000003,268.50000000000006,-16.5,5.299999999999999,87.69999999999999,-0.8999999999999999,,-2.8,-89.30000000000001,-45.1,129.10000000000002,62.9,-13.0,-36.199999999999996,KSU,US,1088.1,5.6,87.7,,,0.0,,416.9,,,,,,,,,,,,,,0.2235,,,,,,,,,,,,,,,,,,,,,
2020-06-27,2393,1692,809.0,,929,1047,1247.0,105,1396,5768,2486,6929,399,536,,121.0,323,1137,-1717,1763,1308,0.0,,,4098,8166,200.0,-15.69679,18551.0,343.0,4492.0,5856.0,8446.0,2870.0,1230,15681.0,18551.0,6929.0,1692,-4613,,2268,345.0,1.04406,1197,,-69,-3,351.0,358.0,467.0,506.0,30,,109,,3465,691,691.0,,,-106,,,-243.0,-313.0,580.0,107.0,15,117,-43,7,-19,14,31.0,354,-13,-207.0,-195,K,US,597,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-28,2329,1451,969.0,-5385.0,911,1016,1016.0,105,626,5772,2503,7163,402,538,,657.0,337,1014,-1724,1678,1237,297.0,,8825.0,4036,8010,,-13.30404,18240.0,421.0,4290.0,5595.0,8446.0,2674.0,1189,15566.0,18240.0,7163.0,1748,-4625,-3.0,2295,344.0,1.02249,1117,-31.0,-55,-3,347.0,352.0,446.0,459.0,42,,94,,3412,689,658.0,,,-112,8.0,18.0,477.0,-202.0,391.0,-47.0,8,117,80,-47,546,46,619.0,350,-37,-90.0,-195,K,US,592,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-28,2387,1305,1045.0,-5439.0,921,397,397.0,105,620,5861,2576,7195,404,567,,107.0,232,619,-1448,1681,1139,271.0,,9051.0,4153,7859,,-16.65969,17564.0,341.54303,3431.0,4778.0,7922.0,2747.0,1226,14817.0,17564.0,7195.0,1576,-4690,,2231,341.0,0.5201,992,-101.0,-66,-7,145.0,154.0,238.0,360.0,-56,,84,,3223,706,632.0,27.0,,-150,104.0,326.0,-174.0,-157.0,251.0,-166.0,253,124,0,24,-3,24,-56.0,152,-112,-7.0,-195,K,US,596,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-28,2338,1390,1007.0,-5311.0,909,453,453.0,105,6,5842,2572,7683,405,561,,185.0,196,853,-1483,1550,1231,253.0,,8804.0,3957,7910,,-16.67742,17499.0,341.0,3492.0,4389.0,7874.0,2727.0,1200,14772.0,17499.0,7683.0,1643,-4714,,2379,342.0,0.80797,993,-20.0,-72,-1,247.0,250.0,341.0,263.0,150,,91,,3372,732,730.0,18.0,,-142,26.0,54.0,-1554.0,1258.0,405.0,295.0,-229,117,-18,4,-1370,28,113.0,248,-26,1400.0,-194,K,US,589,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-29,2401,1400,949.0,-5288.0,895,340,340.0,105,508,5871,2587,8262,407,562,,568.0,287,563,-1472,1428,2359,243.0,,8814.0,3941,7858,,-17.03226,18669.0,341.0,3504.0,4989.0,9338.0,2650.0,1234,16019.0,18669.0,8262.0,1643,-4739,3.0,2305,341.0,1.19224,1156,-41.0,-75,-6,286.0,293.0,367.0,397.0,45,,74,,3461,735,759.0,65.0,,-146,146.0,78.0,-201.0,-164.0,450.0,32.0,16,119,-8,-17,-10,5,68.0,292,-9,-18.0,-188,K,US,778,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,,,2700.0,,6222,,,1257,,2664,236,13732,,0,,,,,294,,820,,,,791,12174,,12.93013,156197.0,975.31899,,,20782.0,17411.0,,138786.0,156197.0,13732.0,,-4956,520.0,,976.11,0.12089,,,,0,146.0,145.0,168.0,,,,23,,,,,,,-12,267,35,10028.0,-9722.0,-173.0,-369.0,-18,54,3434,,6949,-147,133.0,146,14,-9710.0,-208,KEY,US,,1900,,,,-27,,,,,,,,14920,,,,,,,,0.521,,,,,605.5,,101839.0,,34243.65,115304.0,7050,1251.0,359.0,622.0,981.0,-931.0,477.0,270.0,,,
2019-12-31,,,1464.0,,6295,,,1257,,2664,253,12435,,0,,,,,-89,,891,,,,1468,12469,,12.50629,144988.0,977.18855,,,13540.0,17038.0,,127950.0,144988.0,12448.0,,-4909,115.0,,985.316,0.44554,,,,0,469.0,466.0,541.0,,,,75,,,,,,,-27,301,40,-1951.0,1040.0,1007.0,510.0,-28,58,221,,-1733,-230,96.0,469,-2,1067.0,-209,KEY,US,1076.0,1900,,,,-27,,,,,,,,10345,,,,,,,,0.521,,,,,512.4,,93746.0,,35042.72,111870.0,1092,1285.0,109.0,870.0,979.0,-980.0,651.0,306.0,,,
2019-09-30,,,2574.0,-17.0,6287,,,1257,,2664,272,14456,,0,,,,,-36,,1102,,,703.0,1490,12209,,12.42239,146691.0,988.53798,,,15352.0,17116.0,,129575.0,146691.0,14470.0,,-4696,195.0,,998.328,0.38364,,,,0,416.0,413.0,483.0,,,,70,,,,,,,-20,331,21,1335.0,-2485.0,1179.0,700.0,13,62,1703,,90,-246,29.0,416,-12,-2465.0,-212,KEY,US,,1900,,,,-30,,,,,,,,12611,,,,,,,,0.521,,,,,445.2,,91867.0,,36182.56,111649.0,882,1317.0,200.0,772.0,972.0,-939.0,650.0,345.0,,,
2019-06-30,,,2435.0,-16.0,6266,,,1257,,2664,298,14297,,2,,,,,-104,,1091,,,723.0,1524,12005,,12.06941,144545.0,1003.11411,,,15193.0,16969.0,,127576.0,144545.0,14312.0,,-4457,102.0,,1007.964,0.39982,,,,0,425.0,423.0,510.0,,,,87,,,,,,,-29,314,-77,1771.0,-1939.0,164.0,-298.0,-31,63,1771,,-66,257,-4.0,425,5,-1910.0,-191,KEY,US,,1900,,,,-20,,,,,,,,11481,,,,,,,,0.521,,,,,424.9,,91047.0,,35960.47,109946.0,881,1329.0,74.0,907.0,981.0,-1019.0,622.0,348.0,,,
2020-04-30,182,485,344.0,,2044,1841,1841.0,2,,1217,382,1788,57,,,0.0,211,423,-567,935,1080,0.0,,,728,2143,,7.96783,6757.0,186.5,3293.0,949.0,1788.0,3085.0,756,3672.0,6757.0,1788.0,485,-537,,379,189.0,0.38262,516,,-19,,71.0,71.0,108.0,102.0,25,-3,37,166,895,251,414.0,,53,-23,38,38,-121.0,-23.0,298.0,130.0,9,26,-1,-4,,-120,150.0,71,9,0.0,,KEYS,US,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31,224,670,342.0,,2031,1691,1691.0,2,,1215,435,1788,48,,,0.0,228,416,-561,944,1084,0.0,,,733,2072,,7.86475,6841.0,187.8,3326.0,982.0,1788.0,3127.0,737,3714.0,6841.0,1788.0,670,-417,,440,191.0,0.72666,655,,-13,,163.0,163.0,202.0,203.0,12,-35,39,187,1095,300,452.0,,56,-32,0,9,-99.0,-5.0,197.0,-79.0,18,24,-49,0,,-50,93.0,163,15,27.0,,KEYS,US,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-31,253,668,355.0,,2013,1598,1598.0,2,0.0,1209,490,1788,46,,,0.0,244,395,-578,828,1087,0.0,,,576,1909,,6.96,6623.0,187.5,3215.0,1003.0,1788.0,3004.0,705,3619.0,6623.0,1788.0,668,-342,0.0,455,191.0,1.05112,665,,-18,,195.0,195.0,203.0,208.0,13,-5,8,176,1120,286,457.0,0.0,55,-30,38,25,-31.0,-27.0,263.0,-20.0,-16,24,-4,-1,0.0,-27,204.0,195,25,3.0,,KEYS,US,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-31,247,618,309.0,,1994,1394,1394.0,2,500.0,1209,546,1292,46,,,0.0,227,376,-460,686,1044,0.0,,,568,1714,,6.29925,6348.0,187.8,2935.0,1432.0,1792.0,2938.0,696,3410.0,6348.0,1292.0,618,-312,0.0,444,191.0,0.83317,643,,-9,,159.0,156.0,199.0,197.0,11,-3,43,168,1087,281,446.0,,54,-30,0,30,-37.0,-120.0,274.0,0.0,16,24,-2,-1,,-35,116.0,159,21,-90.0,,KEYS,US,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-30,236,660,351.0,,1954,1277,1277.0,2,500.0,1174,543,1292,42,,,0.0,227,398,-461,615,1044,0.0,,,563,1555,,5.76226,6190.0,187.6,2824.0,1485.0,1792.0,2798.0,660,3392.0,6190.0,1292.0,660,-252,0.0,442,191.0,0.79896,648,,-16,,153.0,148.0,193.0,185.0,24,-8,45,171,1090,300,463.0,,51,-29,38,47,-21.0,-20.0,221.0,-47.0,10,24,-1,-2,0.0,-20,178.0,153,30,9.0,,KEYS,US,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-30,3032,2024,2252.0,-10372,554,1448,1448.0,473,850,1401,,7252,319,227,,0.0,607,360,-976,1405,1183,0.0,,17738,7366,7299,,-3.32258,16173.0,341.0,5904.0,6494.0,8102.0,268.0,1825,15905.0,16173.0,7252.0,2024,-4545,-2537,2775,341.9,2.2024,1837,,-63,-11,681.0,657.0,856.0,925.0,-6,8,199,,4612,817,912.0,87,,-284,,,-787.0,-331.0,1579.0,629.0,21,201,-15,8,-385,-22,469.0,692,36,-47.0,-365,KMB,US,527,0,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,2876,2519,2008.0,-10168,559,979,979.0,473,1238,1361,,7239,314,213,,0.0,609,361,-958,1397,1130,0.0,,17394,7226,6978,,-4.48309,15677.0,340.836,5646.0,6483.0,8477.0,-167.0,1539,15844.0,15677.0,7239.0,2519,-4562,-2657,3148,344.1,2.1331,1861,4.0,-59,-15,660.0,637.0,834.0,904.0,-11,10,197,,5009,850,957.0,93,,-352,,,220.0,-359.0,704.0,-159.0,-9,213,-24,-28,707,-106,537.0,675,-16,-7.0,-357,KMB,US,512,0,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,3055,2263,1978.0,-10389,556,442,442.0,473,1534,1467,,6242,268,227,,0.0,562,352,-1023,1417,645,0.0,,18235,7846,6686,,-4.39306,15283.0,341.448,5057.0,6919.0,7776.0,-33.0,1790,15316.0,15283.0,6242.0,2263,-4454,-2271,2932,344.4,1.60279,1651,,-60,-9,547.0,524.0,633.0,706.0,-13,-32,109,,4583,826,945.0,151,,-342,255.0,528.0,-632.0,-275.0,924.0,121.0,21,217,-22,9,-17,-239,26.0,556,9,67.0,-354,KMB,US,511,0,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,2942,2306,1931.0,-10462,535,416,416.0,473,1555,1438,,6236,294,229,,0.0,563,354,-983,1421,680,0.0,,18019,7557,6485,,-4.60216,15033.0,343.1,5064.0,6782.0,7791.0,-141.0,1779,15174.0,15033.0,6236.0,2306,-4222,-2429,2981,345.9,1.71148,1659,,-63,-9,671.0,649.0,841.0,915.0,-11,6,192,,4640,794,744.0,-56,,-298,,,-747.0,-245.0,886.0,141.0,-18,230,-13,-12,-217,-163,-118.0,680,-147,53.0,-354,KMB,US,506,0,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,2993,2397,1946.0,-10765,510,534,534.0,473,1291,1478,,6739,249,228,,0.0,534,355,-1001,1460,676,0.0,,18388,7623,6170,,-4.81116,15347.0,344.2,5321.0,6585.0,8030.0,-178.0,1856,15525.0,15347.0,6739.0,2397,-4062,-2268,3006,346.0,1.66763,1588,,-65,-10,485.0,462.0,594.0,670.0,-11,5,132,,4594,794,918.0,119,,-253,,,-371.0,-198.0,609.0,-177.0,15,236,-71,3,87,-32,43.0,495,40,55.0,-355,KMB,US,513,0,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,,220.215,91.546,-2552.669,5747.277,451.796,451.796,4.325,,,,5708.535,763.984,80.821,7.8,0.0,,126.473,,488.168,,0.0,,11732.223,9507.946,-942.031,,11.11974,11305.134,432.52541,,,5708.535,4809.591,,6495.543,11305.134,5708.535,220.215,,,84.895,430.505,0.19091,204.849,,-46.06,-0.289,90.1,65.783,65.826,111.461,-3.422,,0.043,,289.744,21.017,93.38799999999999,2.974,,-78.624,25.383,,239.153,-66.553,155.249,-20.857,,69.397,-31.15,,396.577,0.981,327.849,90.389,16.32,12.071,-127.255,KIM,US,,0.02,69.397,24.606,,-7.04,,,3.847,,,,,353.393,,,,,,,,0.01958,,,,,,,,,,,,,,,,,,,,,
2019-12-31,,218.689,92.711,-2500.053,5765.233,123.947,123.947,4.318,,,,5315.767,772.518,81.958,,0.0,,126.274,,346.183,150.33,0.0,,11709.106,9528.348,-904.679,,11.2661,10997.867,431.81495,,,5315.767,4864.892,,6132.975,10997.867,5315.767,218.689,,,90.757,424.238,0.16006,205.373,,-45.757,-0.624,109.419,93.523,93.786,104.78,2.927,,0.263,,296.13,24.646,100.59299999999999,7.508,,-131.98100000000005,57.80200000000001,,-159.418,40.88599999999998,101.16900000000004,-56.577000000000005,0.0,68.43900000000002,-8.782,,3.9879999999999995,-24.339,-17.363,110.043,-20.735999999999997,172.867,-130.28500000000008,KIM,US,,0.02,68.439,16.52,,-17.267,,170.082,31.836,,,,,204.035,,,,,,,,0.01958,,,,,,,,,,,,,,,,,,,,,
2019-09-30,,191.436,91.621,-2474.243,5781.371,141.31,141.31,4.222,,,,5312.628,780.142,96.283,,0.0,,126.203,,556.515,,0.0,,11646.366,9571.309,-883.741,,11.60944,11085.131,422.23002,,,5312.628,4901.881,,6183.25,11085.131,5312.628,191.436,,,80.113,421.002,0.15504,202.758,,-43.146,-1.463,83.99,64.515,60.649,90.443,4.327,,-3.866,,282.871,23.832,112.315,19.609,,-116.27699999999999,24.60300000000001,,-80.82300000000001,-60.78799999999998,168.93,2.1340000000000003,,68.874,-9.826,,413.517,-348.46,27.319,85.45299999999997,12.469,55.48899999999999,-136.05399999999997,KIM,US,,0.029,68.874,20.938,,-25.596,,,9.025,,,,,400.934,,,,,,,,0.02858,,,,,,,,,,,,,,,,,,,,,
2019-06-30,,182.369,93.233,-2426.924,6125.572,113.991,113.991,4.221,,,,4905.502,776.817,97.249,,0.0,,130.46,,520.557,,0.0,,11591.299,9568.996,-835.934,,12.54189,11040.903,422.09423,,,4905.502,5293.902,,5747.001,11040.903,4905.502,182.369,,,83.146,420.646,0.20821,201.727,,-44.097,-0.36,101.027,65.585,65.241,92.638,1.938,,-0.344,,284.873,22.633,109.08900000000001,17.451,,-119.72999999999999,59.595,,-102.976,-84.977,158.271,-16.148999999999997,,69.005,-4.234000000000001,,32.833,1.13,-29.682,101.387,4.0280000000000005,34.753,-132.705,KIM,US,,0.043,69.005,35.802,,-15.194,,,14.762,,,,,398.73,,,,,,,,0.04258,,,,,,,,,,,,,,,,,,,,,
2020-06-30,698,1073,501.0,,41731,526,526.0,23,3006,19851,2567,31441,7892,1139,,0.0,555,997,-199,2249,2957,0.0,,,36027,-9802,0.0,4.12789,71784.0,2261.44465,2490.0,5202.0,34447.0,31753.0,336,40031.0,71784.0,31441.0,1073,,,1049,2261.0,0.00586,1511,-2,-219,-13,-637.0,-624.0,-520.0,-282.0,-19,0,104,,2560,258,1793.0,1005,,-523,230,2,-1162.0,-576.0,1339.0,269.0,97,532,-24,3,-541,0,-396.0,-624,1065,-53.0,-597,KMI,US,,,532,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,752,1186,337.0,,41713,360,360.0,23,3540,20851,2616,31405,7886,1151,,0.0,1243,979,-62,2260,3040,0.0,,,36041,-8568,0.0,4.26235,73530.0,2261.42594,3096.0,5608.0,34945.0,33106.0,307,40424.0,73530.0,31405.0,1186,,,1287,2264.0,0.14229,1819,-4,-244,-15,-306.0,-291.0,-231.0,43.0,-30,-1,60,,3106,245,1776.0,971,,-440,661,134,-487.0,335.0,893.0,-239.0,-69,565,-24,-8,156,-50,733.0,-291,927,775.0,-569,KMI,US,,,565,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,914,1370,588.0,,41745,185,1110.0,23,2477,21451,2676,31913,7759,1147,,0.0,387,1121,-333,2253,2285,0.0,,,36748,-7693,925.0,4.24515,74157.0,2264.93605,3238.0,5100.0,34392.0,33742.0,371,40415.0,74157.0,31915.0,1370,,,1458,2267.0,0.03029,1894,-3,-867,-17,610.0,627.0,1082.0,1931.0,18,-2,455,,3352,236,-37.0,-929,,-551,276,-736,-2585.0,896.0,1627.0,182.0,463,661,-12,3,-2003,0,-59.0,627,-306,1447.0,-570,KMI,US,,,661,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-30,916,1273,413.0,,41727,241,241.0,23,4406,21964,2729,32109,8387,1642,,0.0,446,1091,-384,2719,2838,0.0,,,38648,-7733,,3.95139,76931.0,2262.49768,2365.0,6826.0,36517.0,33633.0,405,43298.0,76931.0,32111.0,1273,,,1433,2264.0,0.22115,1781,-3,-274,-11,506.0,517.0,668.0,951.0,-9,1,151,,3214,257,830.0,-3,,-541,632,-6,-187.0,-815.0,1023.0,-202.0,143,578,-13,-2,395,0,19.0,517,-13,-274.0,-569,KMI,US,,,578,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-30,900,1227,582.0,,41734,213,213.0,23,3054,21964,2782,33003,8124,1621,,0.0,410,1123,-448,2772,2972,0.0,,,38553,-7671,,3.93017,76695.0,2262.49768,2300.0,5659.0,36059.0,33638.0,450,43057.0,76695.0,33005.0,1227,,,1413,2262.0,0.22422,1801,10,-291,-10,518.0,528.0,676.0,973.0,-6,-2,148,,3214,251,828.0,-10,,-624,262,25,-505.0,-981.0,1463.0,250.0,142,579,53,2,11,0,-21.0,528,-36,-357.0,-569,KMI,US,,,579,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,243.234,1210.645,703.709,-737.22,,946.175,1634.531,2019.071,0.0,2043.129,1437.844,3443.937,,17.763,,0.0,100.314,706.331,-88.07,776.319,450.661,36.87000000000012,71.975,1333.067,595.847,376.656,688.356,-7.56883,8845.946,155.049,4318.465,1653.274,3443.937,2307.433,1264.13,6538.513,8845.946,3443.937,1247.515,,-0.224,590.17,157.172,1.70201,833.794,-0.012,-39.231,0.443,78.452,78.009,115.199,153.426,1.004,,37.19,215.402,1423.964,168.036,680.368,279.187,,-43.44500000000001,35.176,91.972,-432.63699999999994,1.788000000000011,442.0279999999999,-22.477999999999994,,81.99000000000001,-4.957999999999998,-4.868,20.971,-315.323,6.310999999999993,78.00900000000001,304.507,45.233,-133.327,KLAC,US,647.22,,17.755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
